Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code,Email,Parent
DC1288831,Comfort Inn/Allen Park,3600 Enterprise Dr,,,Allen Park,MI,48101,8138929750,1011,91,1011,,9001256
DC17660477,Woodspring Suites/Dearborn,240 Town Center Dr,,,Dearborn,MI,48126,8138929750,1011,91,1011,,9001256
DC1198468,Quality Inn/Southfield,26111 Telegraph Rd,,,Southfield,MI,48033,8138929750,1011,91,1011,,9001256
DC1219446,Comfort Inn/Detroit Downtown,1999 E Jefferson Ave,,,Detroit,MI,48207,8138929750,1011,91,1011,,9001256
DC5308433,Comfort Inn/Warren,7001 Convention Blvd,,,Warren,MI,48092,8138929750,1011,91,1011,,9001256
DC5328400,Holiday Inn Exp/Warren,11500 E 11 Mile Rd,,,Warren,MI,48089,8138929750,1011,91,1011,,9001256
DC6061649,Affordable Suites of Amercia/Warren,30180 N Civic Center Blvd,,,Warren,MI,48093,8138929750,1011,91,1011,,9001256
DC3809802,Baymont Inn/Auburn Hills,1294 N Opdyke Rd,,,Auburn Hills,MI,48326,8138929750,1011,91,1011,,9001256
DC1063682,Hampton Inn Detroit/ Auburn Inn Sou,2200 Featherstone Rd,,,Auburn Hills,MI,48326,8138929750,1011,91,1011,,9001256
DC17320230,Candlewood Suites/Auburn Hill,4303 Interpark Dr,,,Auburn Hills,MI,48326,8138929750,1011,91,1011,,9001256
DC17393018,Red Roof Inn/Auburn Hills,1294 N Opdyke Rd,,,Auburn Hills,MI,48326,8138929750,1011,91,1011,,9001256
DC637570,Wingate by Wyndham/Troy,2537 Rochester Ct,,,Troy,MI,48083,8138929750,1011,91,1011,,9001256
DC1180505,Courtyard by Marriott,46000 Utica Park Blvd,,,Utica,MI,48315,8138929750,1011,91,1011,,9001256
DC13386247,Comfort Suites/Marietta,202 Cherry Tree Ln,,,MARIETTA,OH,45750,8138929750,1011,91,1011,,9001256
DC16586435,Comfort Inn Suites/Caldwell,44380 W Hills Ln,,,Caldwell,OH,43724,8138929750,1011,91,1011,,9001256
DC14508492,Sleep Inn/Belmont,41371 Reco Rd,,,Belmont,OH,43718,8138929750,1011,91,1011,,9001256
DC405959,Quality Inn/Dover,"2024 State Route 39 NW, Ofc",,,Dover,OH,44622,8138929750,1011,91,1011,,9001256
DC4378974,Sleep Inn / Bolivar,11155 State Route 212 NE,,,Bolivar,OH,44612,8138929750,1011,91,1011,,9001256
DC14260838,Candlewood Suites/Saint Clairsville,67689 Mall Rd,,,Saint Clairsville,OH,43950,8138929750,1011,91,1011,,9001256
DC6137034,Comfort Inn/Saint Clairsville,52509 National Rd E,,,Saint Clairsville,OH,43950,8138929750,1011,91,1011,,9001256
DC14400540,Days Inn/St Clairville/NonTax,52601 Holiday Dr,,,Saint Clairsville,OH,43950,8138929750,1011,91,1011,,9001256
DC13596166,Candlewood Ste/Carrollton,1296 Canton Rd NW,,,Carrollton,OH,44615,8138929750,1011,91,1011,,9001256
DC14564042,Microtel Inn/Stes/New Martinsville,410 N State Route 2,,,New Martinsville,WV,26155,8138929750,1011,91,1011,,9001256
DC16332927,Sleep Inn and Suites / Moundsville,8 Walmart Dr,,,Moundsville,WV,26041,8138929750,1011,91,1011,,9001256
DC1019573,Comfort Inn/Triadelphia,675 Fort Henry Rd,,,Triadelphia,WV,26059,8138929750,1011,91,1011,,9001256
DC6156732,Candlewood Suites/Washington,255 Meadowlands Blvd,,,Washington,PA,15301,8138929750,1011,91,1011,,9001256
DC3311359,SUPER EIGHT/BEAVER FALLS,7099 Big Beaver Blvd,,,Beaver Falls,PA,15010,8138929750,1011,91,1011,,9001256
DC257502,La Quinta Pittsburgh Airport/Coraop,8507 University Blvd,,,Coraopolis,PA,15108,8138929750,1011,91,1011,,9001256
DC3597873,MainStay Suites/Pittsburgh,1000 Park Lane Dr,,,Pittsburgh,PA,15275,8138929750,1011,91,1011,,9001256
DC16761699,Microtel Inn/Canton/NonTax,7046 Sunset Strip Ave NW,,,North Canton,OH,44720,8138929750,1011,91,1011,,9001256
DC111648,Rodeway Inn/North Canton,6880 Sunset Strip Ave NW,,,Canton,OH,44720,8138929750,1011,91,1011,,9001256
DC391764,Comfort Inn/Canton,5345 Broadmoor Cir NW,,,CANTON,OH,44709,8138929750,1011,91,1011,,9001256
DC14320932,Comfort Suites/Hartville,953 Edison St NW,,,Hartville,OH,44632,8138929750,1011,91,1011,,9001256
DC6047574,Econo Lodge/ Taxable,4386 State Route 43,,,Kent,OH,44240,8138929750,1011,91,1011,,9001256
DC15073145,SuperEight/Twinsburg/NonTax,8848 Twin Hills Pkwy,,,Twinsburg,OH,44087,8138929750,1011,91,1011,,9001256
DC4799073,Comfort Suites/Twinsburg,2716 Creekside Dr,,,Twinsburg,OH,44087,8138929750,1011,91,1011,,9001256
DC15029501,Comfort Inn/Suites/NonTax/Streetsbo,9172 Market Square Dr,,,Streetsboro,OH,44241,8138929750,1011,91,1011,,9001256
DC1180720,Quality Inn/Streetsboro,9420 State Route 14,,,Streetsboro,OH,44241,8138929750,1011,91,1011,,9001256
DC169180,Comfort Inn/Alliance/Taxable,2222 Quality Dr,,,Alliance,OH,44601,8138929750,1011,91,1011,,9001256
DC352761,Americas Best Value Inn/Alliance,2330 W State St,,,Alliance,OH,44601,8138929750,1011,91,1011,,9001256
DC12540430,Comfort Inn/MayfieldHghts/NonTax,1421 Golden Gate Blvd,,,Mayfield Heights,OH,44124,8138929750,1011,91,1011,,9001256
DC394684,Holiday Inn/Cleveland,780 Beta Dr,,,Cleveland,OH,44143,8138929750,1011,91,1011,,9001256
DC12561929,GreenRidge Hotel/Non Tax,28611 Euclid Ave,,,Wickliffe,OH,44092,8138929750,1011,91,1011,,9001256
DC14782464,Holiday Inn Cleveland NE/Mentor/Non,7701 Reynolds Rd,,,Mentor,OH,44060,8138929750,1011,91,1011,,9001256
DC4108359,Quality Inn/Youngstown,870 N Canfield Niles Rd,,,Youngstown,OH,44515,8138929750,1011,91,1011,,9001256
DC5867046,Days Inn/Austintown,5425 Clarkins Dr,,,Austintown,OH,44515,8138929750,1011,91,1011,,9001256
DC14555185,Candlewood Suites/Austintown,5575 Cerni Pl,,,Austintown,OH,44515,8138929750,1011,91,1011,,9001256
DC1167720,SLEEP INN/YOUNGSTOWN,5555 Interstate Blvd,,,Youngstown,OH,44515,8138929750,1011,91,1011,,9001256
DC1021678,Quality Inn/New Castle,1740 New Butler Rd,,,New Castle,PA,16101,8138929750,1011,91,1011,,9001256
DC6018981,Quality Inn and Suites/Mercer,2049 Leesburg Grove City Rd,,,Mercer,PA,16137,8138929750,1011,91,1011,,9001256
DC1229070,Super Eight/Grove City,2001 Leesburg Grove City Rd,,,Mercer,PA,16137,8138929750,1011,91,1011,,9001256
DC13398990,Sonesta Essential/Fairmont,20 Southland Dr,,,Fairmont,WV,26554,8138929750,1011,91,1011,,9001256
DC6035216,Sonesta Essential/Morgantown,15 Lawless Rd,,,Morgantown,WV,26501,8138929750,1011,91,1011,,9001256
DC836766,Quality Inn/Morgantown,225 Comfort Inn Rd,,,Morgantown,WV,26508,8138929750,1011,91,1011,,9001256
DC13486355,Comfort Suites/Uniontown,675 W Main St,,,Uniontown,PA,15401,8138929750,1011,91,1011,,9001256
DC5999033,Crowne Plaza/Pittsburgh,164 Fort Couch Rd,,,Pittsburgh,PA,15241,8138929750,1011,91,1011,,9001256
DC14336886,Hampton Inn/Bridgeville,150 Old Pond Rd,,,Bridgeville,PA,15017,8138929750,1011,91,1011,,9001256
DC6028741,Comfort Inn/Belle Vernon,4300 State Route 51 S,,,Belle Vernon,PA,15012,8138929750,1011,91,1011,,9001256
DC4506301,Extended Stay America/Cranberry,136 Emeryville Dr,,,Cranberry Twp,PA,16066,8138929750,1011,91,1011,,9001256
DC3257033,Super Eight/ Mars,929 Sheraton Dr,,,Mars,PA,16046,8138929750,1011,91,1011,,9001256
DC18187949,Super 8,929 Sheraton Dr,,,Mars,PA,16046,8138929750,1011,91,1011,,9001256
DC12633665,Comfort Suites/Monroeville,2731 Mosside Blvd,,,Monroeville,PA,15146,8138929750,1011,91,1011,,9001256
DC491705,Quality Inn/New Kensington,300 Tarentum Bridge Rd,,,New Kensington,PA,15068,8138929750,1011,91,1011,,9001256
DC6049253,Comfort Inn/Grantsville Deep Crk Lk,2541 Chestnut Ridge Rd,,,Grantsville,MD,21536,8138929750,1011,91,1011,,9001256
DC1340378,Wingate by Wyndham/Somerset,165 Waterworks Rd,,,Somerset,PA,15501,8138929750,1011,91,1011,,9001256
DC1402947,Quality Inn/Sts/Frstbrg Cmbrlnd,11100 New Georges Creek Rd SW,,,Frostburg,MD,21532,8138929750,1011,91,1011,,9001256
DC1230642,Hampton Inn/Frostburg,11200 New Georges Creek Rd SW,,,Frostburg,MD,21532,8138929750,1011,91,1011,,9001256
DC1029796,Econo Lodge/Johnstown,430 Napoleon Pl,,,Johnstown,PA,15901,8138929750,1011,91,1011,,9001256
DC5916107,Super Eight/Johnstown,627 Solomon Run Rd,,,Johnstown,PA,15904,8138929750,1011,91,1011,,9001256
DC589226,QUALITY INN/KITTANNING,405 Butler Rd,,,Kittanning,PA,16201,8138929750,1011,91,1011,,9001256
DC5586597,QUALITY INN/MEADVILLE,17259 Conneaut Lake Rd,,,Meadville,PA,16335,8138929750,1011,91,1011,,9001256
DC14540514,Candlewood Suites/Erie,2020 Edinboro Rd,,,Erie,PA,16509,8138929750,1011,91,1011,,9001256
DC6045074,Clarion Pointe/Jamestown,2800 N Main Street Ext,,,Jamestown,NY,14701,8138929750,1011,91,1011,,9001256
DC1197556,Best Western Plus/Dunkirk,3912 Vineyard Dr,,,Dunkirk,NY,14048,8138929750,1011,91,1011,,9001256
DC1191089,Red Roof Inn/Hamburg,5370 Camp Rd,,,Hamburg,NY,14075,8138929750,1011,91,1011,,9001256
DC1340440,Comfort Inn and Suites/Hamburg,3615 Commerce Pl,,,Hamburg,NY,14075,8138929750,1011,91,1011,,9001256
DC1283489,Hampton/Niagara Falls/19199,501 Rainbow Blvd,,,Niagara Falls,NY,14303,8138929750,1011,91,1011,,9001256
DC339450,Comfort Inn/The Pointe Niagara Fall,1 Prospect Pointe,,,Niagara Falls,NY,14303,8138929750,1011,91,1011,,9001256
DC340165,Quality Inn/Niagra Falls,7708 Niagara Falls Blvd,,,NIAGARA FALLS,NY,14304,8138929750,1011,91,1011,,9001256
DC1000965,Econolodge/The Falls,5919 Niagara Falls Blvd,,,Niagara Falls,NY,14304,8138929750,1011,91,1011,,9001256
DC14277307,LaQuinta Inn/Niagra Falls,6225 Niagara Falls Blvd,,,Niagara Falls,NY,14304,8138929750,1011,91,1011,,9001256
DC3256530,Super Eight/Niagara Falls,7680 Niagara Falls Blvd,,,Niagara Falls,NY,14304,8138929750,1011,91,1011,,9001256
DC6162457,Candlewood Suites/Buffalo,20 Flint Rd,,,Buffalo,NY,14226,8138929750,1011,91,1011,,9001256
DC5191010,Homewood Suites Amherst,1138 Millersport Hwy,,,Buffalo,NY,14226,8138929750,1011,91,1011,,9001256
DC6191337,Sleep Inn Amherst,75 Inn Keepers Ln,,,Buffalo,NY,14228,8138929750,1011,91,1011,,9001256
DC1301478,Comfort Inn/North Myrtle Beach,3801 Highway 17 S,,,North Myrtle Beach,SC,29582,8138929750,1011,91,1011,,9001256
DC4801493,Best Western/Shallotte,360 Whiteville Rd NW,,,Shallotte,NC,28470,8138929750,1011,91,1011,,9001256
DC76369,Sure Stay/Shallotte,4646 Eastcoast Ln,,,Shallotte,NC,28470,8138929750,1011,91,1011,,9001256
DC1285384,Days Inn/Shallotte,3670 Express Dr,,,Shallotte,NC,28470,8138929750,1011,91,1011,,9001256
DC5991655,Comfort Inn/Fayetteville,1569 Jim Johnson Rd,,,Fayetteville,NC,28312,8138929750,1011,91,1011,,9001256
DC380543,Deluxe Inn/Fayetteville,2123 Cedar Creek Rd,,,Fayetteville,NC,28312,8138929750,1011,91,1011,,9001256
DC3631536,La Quinta Inn/Fayetteville,1725 Jim Johnson Rd,,,Fayetteville,NC,28312,8138929750,1011,91,1011,,9001256
DC6160292,Quality Inn/Fayetteville,1957 Cedar Creek Rd,,,Fayetteville,NC,28312,8138929750,1011,91,1011,,9001256
DC1406193,COMFORT INN/CLINTON,1412 Sunset Ave,,,Clinton,NC,28328,8138929750,1011,91,1011,,9001256
DC5896144,Comfort Suites/Southport,4963 Southport Supply Rd SE,,,Southport,NC,28461,8138929750,1011,91,1011,,9001256
DC6153680,Wingate by Wyndham/Southport,1511 N Howe St,,,Southport,NC,28461,8138929750,1011,91,1011,,9001256
DC391966,Holiday Inn Exp/Wilmington/Univ Ctr,160 Van Campen Blvd,,,Wilmington,NC,28403,8138929750,1011,91,1011,,9001256
DC5904407,Comfort Inn/Wilmington,151 S College Rd,,,Wilmington,NC,28403,8138929750,1011,91,1011,,9001256
DC4003760,Suburban Extended Stay/Wilmington,245 Eastwood Rd,,,Wilmington,NC,28403,8138929750,1011,91,1011,,9001256
DC1774996,Quality Inn/Wilmington,5102 Dunlea Ct,,,Wilmington,NC,28405,8138929750,1011,91,1011,,9001256
DC3453710,Mainstay Suites/Wilmington,5229 Market St,,,Wilmington,NC,28405,8138929750,1011,91,1011,,9001256
DC5912508,Red Roof Inn/Wilmington/008454,5107 Market St,,,Wilmington,NC,28405,8138929750,1011,91,1011,,9001256
DC3261066,Comfort  Suites/Wilmington,4721 Market St,,,Wilmington,NC,28405,8138929750,1011,91,1011,,9001256
DC2397675,Sleep Inn and Suites/Mount Olive,203 Nc Highway 55 W,,,Mount Olive,NC,28365,8138929750,1011,91,1011,,9001256
DC12449981,Suburban Extended Stay/Jacksonville,1323 Lejeune Blvd,,,Jacksonville,NC,28540,8138929750,1011,91,1011,,9001256
DC1410429,Blue Water Inn Suites/Sneads Ferry,1565 HWY 210,,,Sneads Ferry,NC,28460,8138929750,1011,91,1011,,9001256
DC1059054,Baymont Inn and Suites/Dunn,901 Jackson Rd,,,Dunn,NC,28334,8138929750,1011,91,1011,,9001256
DC6053147,Super Eight/ Dunn,1125 E Broad St,,,Dunn,NC,28334,8138929750,1011,91,1011,,9001256
DC1269954,Comfort Inn/Dunn,131 Bud Hawkins Rd,,,Dunn,NC,28334,8138929750,1011,91,1011,,9001256
DC6111444,Quality Inn/Raleigh,2539 S Saunders St,,,Raleigh,NC,27603,8138929750,1011,91,1011,,9001256
DC1328736,Sleep Inn/Garner,105 Commerce Pkwy,,,Garner,NC,27529,8138929750,1011,91,1011,,9001256
DC1381048,COMFORT INN/GARNER,126 Cleveland Crossing Dr,,,Garner,NC,27529,8138929750,1011,91,1011,,9001256
DC338874,ECONOLODGE/GARNER,1602 Mechanical Blvd,,,Garner,NC,27529,8138929750,1011,91,1011,,9001256
DC17119406,Paula Tharrington,4917 Majestic Prince Ct,,,Raleigh,NC,27606,8138929750,1011,91,1011,,9001256
DC4287792,MainStay Suites Raleigh/Cary,1020 Buck Jones Rd,,,Raleigh,NC,27606,8138929750,1011,91,1011,,9001256
DC17222853,Home2 Suites/Raleigh State Arena,6825 Chapel Hill Rd,,,Raleigh,NC,27607,8138929750,1011,91,1011,,9001256
DC6020572,Nations Inn/Raleigh/Crabtree,5110 Hollyridge Dr,,,RALEIGH,NC,27612,8138929750,1011,91,1011,,9001256
DC6177141,Red Roof Inn/Raleigh,3921 Arrow Dr,,,Raleigh,NC,27612,8138929750,1011,91,1011,,9001256
DC6052098,Econo Lodge /Raleigh,4716 New Bern Ave,,,Raleigh,NC,27610,8138929750,1011,91,1011,,9001256
DC1636099,COMFORT SUITES/RALEIGH,1309 Corporation Pkwy,,,Raleigh,NC,27610,8138929750,1011,91,1011,,9001256
DC6090922,Comfort Inn/Raleigh North,1001 Wake Towne Dr,,,Raleigh,NC,27609,8138929750,1011,91,1011,,9001256
DC6036815,COMFORT SUITES/CLAYTON,761 Enterprise Dr,,,Clayton,NC,27520,8138929750,1011,91,1011,,9001256
DC12728810,Econo Lodge/Selma,1780 Industrial Park Dr,,,Selma,NC,27576,8138929750,1011,91,1011,,9001256
DC100120,Quality Inn/Kenly,"405 S Church St, Office",,,Kenly,NC,27542,8138929750,1011,91,1011,,9001256
DC4105520,Clarion Pointe/Wake Forest,12401 Wake Union Church Rd,,,Wake Forest,NC,27587,8138929750,1011,91,1011,,9001256
DC2067804,Comfort Inn and Suites/Oxford,1000 Martin Luther King Jr Ave,,,Oxford,NC,27565,8138929750,1011,91,1011,,9001256
DC1182698,Quality Inn/Henderson,112 Parham Rd,,,Henderson,NC,27536,8138929750,1011,91,1011,,9001256
DC1357604,Days Inn/Louisburg,201 Sandalwood Ave,,,Louisburg,NC,27549,8138929750,1011,91,1011,,9001256
DC2068015,Quality Inn/Goldsboro,1408 S Harding Dr,,,Goldsboro,NC,27534,8138929750,1011,91,1011,,9001256
DC4548243,Days Inn/Goldsboro,801 US Highway 70 Byp E,,,Goldsboro,NC,27534,8138929750,1011,91,1011,,9001256
DC5889675,Days Inn/Wilson,1801 Tarboro St SW,,,Wilson,NC,27893,8138929750,1011,91,1011,,9001256
DC5347276,Comfort Inn and Stes/Greenville,3212 S Memorial Dr,,,Greenville,NC,27834,8138929750,1011,91,1011,,9001256
DC6091372,Quality Inn/Greenville,821 S Memorial Dr,,,Greenville,NC,27834,8138929750,1011,91,1011,,9001256
DC5963202,Quality Inn/Rocky Mount,1200 Benvenue Rd,,,Rocky Mount,NC,27804,8138929750,1011,91,1011,,9001256
DC1022324,Baymont Inn/Suites/Battleboro,7095 Nc 4,,,Battleboro,NC,27809,8138929750,1011,91,1011,,9001256
DC1910074,Quality Inn/Battleboro,7797 Nc Highway 48,,,Battleboro,NC,27809,8138929750,1011,91,1011,,9001256
DC254542,Quality Inn/Tarbora,1504 Western Blvd,,,Tarboro,NC,27886,8138929750,1011,91,1011,,9001256
DC13010334,Mainstay Suites/Jacksonville,2201 N Marine Blvd,,,Jacksonville,NC,28546,8138929750,1011,91,1011,,9001256
DC3347800,Baymont Inn/Jacksonville,474 Western Blvd,,,Jacksonville,NC,28546,8138929750,1011,91,1011,,9001256
DC3596294,Best Western Plus/Swansboro,801 Cedar Point Blvd,,,Cedar Point,NC,28584,8138929750,1011,91,1011,,9001256
DC205951,Candlewood Suites/New Bern,3465 Dr M L King Jr Blvd,,,New Bern,NC,28562,8138929750,1011,91,1011,,9001256
DC1058523,Clarion Pointe/New Bern,3455 Dr M L King Jr Blvd,,,New Bern,NC,28562,8138929750,1011,91,1011,,9001256
DC6138758,Days Inn/Havelock,400 US Highway 70 W,,,Havelock,NC,28532,8138929750,1011,91,1011,,9001256
DC1630424,Sherwood Hotel,318 W Main St,,,Havelock,NC,28532,8138929750,1011,91,1011,,9001256
DC16621088,Sherwood Motel,318 W Main St,,,Havelock,NC,28532,8138929750,1011,91,1011,,9001256
DC379033,Quality Inn/Havelock,1013 E Main St,,,Havelock,NC,28532,8138929750,1011,91,1011,,9001256
DC117288,Econolodge/Havelock,1220 E Main St,,,Havelock,NC,28532,8138929750,1011,91,1011,,9001256
DC16303648,Comfort Suites New Bern,1006 Old Cherry Point Rd,,,New Bern,NC,28560,8138929750,1011,91,1011,,9001256
DC1271323,Best Western Plus/Greenville,2310 Greenville Blvd NE,,,Greenville,NC,27858,8138929750,1011,91,1011,,9001256
DC338211,Econo Lodge/Washington,1220 W 15th St,,,Washington,NC,27889,8138929750,1011,91,1011,,9001256
DC3236080,Comfort Inn/Elizabeth City,306 S Hughes Blvd,,,Elizabeth City,NC,27909,8138929750,1011,91,1011,,9001256
DC17103517,sure stay plus,848 Halstead Blvd,,,Elizabeth City,NC,27909,8138929750,1011,91,1011,,9001256
DC6011979,Baymont by Wyndham/ Elizabeth City,848 Halstead Blvd,,,Elizabeth City,NC,27909,8138929750,1011,91,1011,,9001256
DC5419926,Quality Inn/Elizabeth City,522 S Hughes Blvd,,,Elizabeth City,NC,27909,8138929750,1011,91,1011,,9001256
DC16444437,Quality Inn / Clarskville,101 Virginia Ave,,,Clarksville,VA,23927,8138929750,1011,91,1011,,9001256
DC338756,QUALITY INN/SOUTH HILL,918 E Atlantic St,,,South Hill,VA,23970,8138929750,1011,91,1011,,9001256
DC836765,Quality Inn/Farmville,2108 S Main St,,,Farmville,VA,23901,8138929750,1011,91,1011,,9001256
DC310330,Super Eight/Farmville,2012 S Main St,,,Farmville,VA,23901,8138929750,1011,91,1011,,9001256
DC6014500,Comfort Inn/Emporia,899 Wiggins Rd,,,Emporia,VA,23847,8138929750,1011,91,1011,,9001256
DC5266833,Quality Inn/Emporia,1207 W Atlantic St,,,Emporia,VA,23847,8138929750,1011,91,1011,,9001256
DC324906,Best Western/Emporia,1100 W Atlantic St,,,Emporia,VA,23847,8138929750,1011,91,1011,,9001256
DC1358164,Days Inn/ Petersburg,12208 S Crater Rd,,,Petersburg,VA,23805,8138929750,1011,91,1011,,9001256
DC12588214,Sleep Inn and Suites Harbour Pointe,6451 Bayside Ln,,,MIDLOTHIAN,VA,23112,8138929750,1011,91,1011,,9001256
DC4377657,Candlewood/Richmond/Commerce,4301 Commerce Rd,,,Richmond,VA,23234,8138929750,1011,91,1011,,9001256
DC1302230,Red Roof Inn/Richmond South,4350 Commerce Rd,,,Richmond,VA,23234,8138929750,1011,91,1011,,9001256
DC4332829,Candlewood Suites/Richmond,2100 Dickens Rd,,,Richmond,VA,23230,8138929750,1011,91,1011,,9001256
DC3375474,Hilton Garden Inn Richmond Innsbroo,4050 Cox Rd,,,Glen Allen,VA,23060,8138929750,1011,91,1011,,9001256
DC372477,Candlewood Suites/Short Pump,4120 Tom Leonard Dr,,,Glen Allen,VA,23060,8138929750,1011,91,1011,,9001256
DC17382401,Woodspring Suites/Ashland,11530 Lakeridge Pkwy,,,Ashland,VA,23005,8138929750,1011,91,1011,,9001256
DC14713075,Red Roof Inn/Doswell,16116 Theme Park Way,,,Doswell,VA,23047,8138929750,1011,91,1011,,9001256
DC6147177,COUNTRY INN/DOSWELL,16250 International St,,,Doswell,VA,23047,8138929750,1011,91,1011,,9001256
DC15207194,The Draftsman Autograph Collection,1106 W Main St,,,Charlottesville,VA,22903,8138929750,1011,91,1011,,9001256
DC6158305,Days Inn/Charlottesville,1610 Emmet St N,,,Charlottesville,VA,22901,8138929750,1011,91,1011,,9001256
DC339358,ECONO LODGE/CHARLOTTES/N,2014 Holiday Dr,,,Charlottesville,VA,22901,8138929750,1011,91,1011,,9001256
DC1059325,Hampton Inn/Charlottesville/Taxable,2035 India Rd,,,Charlottesville,VA,22901,8138929750,1011,91,1011,,9001256
DC1031617,Red Roof Inn/Charlottesville,2011 Holiday Dr,,,Charlottesville,VA,22901,8138929750,1011,91,1011,,9001256
DC15157165,Home2 Suites Charlottesville Downto,201 Monticello Ave,,,Charlottesville,VA,22902,8138929750,1011,91,1011,,9001256
DC16862816,Comfort Inn and Suites/Charlottesvi,1615 Timberwood Blvd,,,Charlottesville,VA,22911,8138929750,1011,91,1011,,9001256
DC1028743,Quality Inn/Luray,410 W Main St,,,Luray,VA,22835,8138929750,1011,91,1011,,9001256
DC4591272,Comfort Inn/Woodstock,1011 Motel Dr,,,Woodstock,VA,22664,8138929750,1011,91,1011,,9001256
DC6119682,SLEEP INN AND SUITES/WINCHESTER,140 Costello Dr,,,Winchester,VA,22602,8138929750,1011,91,1011,,9001256
DC5977670,Candlewood Suites Winchester,1135 Millwood Pike,,,Winchester,VA,22602,8138929750,1011,91,1011,,9001256
DC3256742,Super Eight/Winchester,1077 Millwood Pike,,,Winchester,VA,22602,8138929750,1011,91,1011,,9001256
DC1189637,Spark by Hilton/Winchester,150 Wingate Dr,,,Winchester,VA,22601,8138929750,1011,91,1011,,9001256
DC15049710,Red Roof Inn/Culpeper,889 Willis Ln,,,Culpeper,VA,22701,8138929750,1011,91,1011,,9001256
DC1020655,Quality Inn/Culpeper,890 Willis Ln,,,Culpeper,VA,22701,8138929750,1011,91,1011,,9001256
DC12825082,Candlewood Suites/Fredericksburg,4821 Crossings Ct,,,Fredericksburg,VA,22407,8138929750,1011,91,1011,,9001256
DC1916068,Meadows of Salem Run,"5711 Castlebridge Rd, Ofc",,,Fredericksburg,VA,22407,8138929750,1011,91,1011,,9001256
DC3623067,Comfort Suites/Fredericksburg,4615 Southpoint Pkwy,,,Fredericksburg,VA,22407,8138929750,1011,91,1011,,9001256
DC3615443,Country Inn Suites/Fredericksburg,10358 Patriot Hwy,,,Fredericksburg,VA,22408,8138929750,1011,91,1011,,9001256
DC324952,Best Western/Fredericksburg,2205 Plank Rd,,,Fredericksburg,VA,22401,8138929750,1011,91,1011,,9001256
DC6006834,Comfort Suites/ Fredericksburg,541 Warrenton Rd,,,Fredericksburg,VA,22406,8138929750,1011,91,1011,,9001256
DC17144534,Super 8,557 Warrenton Rd,,,Fredericksburg,VA,22406,8138929750,1011,91,1011,,9001256
DC1203694,Quality Inn/Fredericksburg,543 Warrenton Rd,,,Fredericksburg,VA,22406,8138929750,1011,91,1011,,9001256
DC109391,Red Roof Inn/Fredericksburg,386 Warrenton Rd,,,Fredericksburg,VA,22405,8138929750,1011,91,1011,,9001256
DC15628152,Woodspring Suites/Quantico,1006 Corporate Dr,,,Stafford,VA,22554,8138929750,1011,91,1011,,9001256
DC339369,Quality Inn and Suites/Kearneysvill,1937 Short Rd,,,Kearneysville,WV,25430,8138929750,1011,91,1011,,9001256
DC13578465,Motel 6/Charles Town/M64944,106 Jefferson Terrace Rd,,,Charles Town,WV,25414,8138929750,1011,91,1011,,9001256
DC216447,Days Inn/Manassas,7249 New Market Ct,,,Manassas,VA,20109,8138929750,1011,91,1011,,9001256
DC16360685,Hilton Garden Inn/Manassas,7001  Infantry Ridge Rd,,,Manassas,VA,20109,8138929750,1011,91,1011,,9001256
DC1236767,Red Roof Plus/Manassas,10610 Automotive Dr,,,Manassas,VA,20109,8138929750,1011,91,1011,,9001256
DC3734785,Sleep Inn/Manassas,7611 Centreville Rd,,,Manassas,VA,20111,8138929750,1011,91,1011,,9001256
DC660450,Comfort Inn University Center,11180 Fairfax Blvd,,,Fairfax,VA,22030,8138929750,1011,91,1011,,9001256
DC1343625,Candlewood Suites Fairfax,11400 Random Hills Rd,,,Fairfax,VA,22030,8138929750,1011,91,1011,,9001256
DC4895737,Holiday Inn Exp/Fairfax,10327 Fairfax Blvd,,,Fairfax,VA,22030,8138929750,1011,91,1011,,9001256
DC3938241,Candlewood Suites Sterling,45520 Severn Way,,,Sterling,VA,20166,8138929750,1011,91,1011,,9001256
DC1335777,Candlewood Suites Herndon,13845 Sunrise Valley Dr,,,Herndon,VA,20171,8138929750,1011,91,1011,,9001256
DC176200,Comfort Inn/Herndon,200 Elden St,,,Herndon,VA,20170,8138929750,1011,91,1011,,9001256
DC6109516,Clarion Hotel and Cnfrc Ctr/Leesbur,1500 E Market St,,,Leesburg,VA,20176,8138929750,1011,91,1011,,9001256
DC6178126,Hampton Inn/Leesburg,117 Fort Evans Rd NE,,,Leesburg,VA,20176,8138929750,1011,91,1011,,9001256
DC14391783,Woodspring Suites/Frederick,341 Ballenger Center Dr,,,Frederick,MD,21703,8138929750,1011,91,1011,,9001256
DC4278019,Country Inn and Suites/Frederick,5579 Spectrum Dr,,,Frederick,MD,21703,8138929750,1011,91,1011,,9001256
DC6123178,Sleep Inn And Suites/Prince George,2200 Waterside Rd,,,Prince George,VA,23875,8138929750,1011,91,1011,,9001256
DC1311938,Econolodge/Franklin,1660 Armory Dr,,,Franklin,VA,23851,8138929750,1011,91,1011,,9001256
DC14230991,Super 8 Motel/Franklin,1599 Armory Dr,,,Franklin,VA,23851,8138929750,1011,91,1011,,9001256
DC339729,Quality Inn/Franklin,1620 Armory Dr,,,Franklin,VA,23851,8138929750,1011,91,1011,,9001256
